,docs,topics
10556,is so full of it ! blatant racism from trump ? ? ? ? hahaha trump is obviously going to win this election california is going to become a commie dictator place and everyone will hate it,-1
10557,please everyone vote trump out maybe the next 4 years will be enough to erase the hate that trump has created,0
10558,to see all the corrupt politicians say how the other corrupt politicians are corrupt . wow . you have to vote for the one with less corruption . so since they spent 46 million dollars checking into trump 's corruption,0
10559,", then he should have lost in 2016 for the same reason . on the other hand , he could win again thanks to an unrepresentative minority of voters , in which case democracy itself will be discredited around the",0
10560,vote trump 2020!!,-1
10561,so good for our country . let play game .. if biden had trumps record 70 % of americans would vote for biden . that because 30-40 % of republicans would vote for biden cause he has a great record,1
10562,be ready to win trump finally by more than 298 ev and freed will leave country !!,0
10563,"just remember, if you do not know you should vote for biden, ""you ain't black"" ~ joe biden",-1
10564,obama sure draws bigger crowds than biden. i am guessing biden does not need big crowds since it seems to be all about getting trump out for those people voting biden for president.,1
10565,do not be confused because if biden wins obama's going to take the presidency,1
10566,"they said 4 years ago that they were gonna leave, i'll pack their blue bags for them if they promise to do it when trump wins",0
10567,", but that is supremely different from being a racist . the man is arrogant , not a racist , vote on policy not personality .",-1
10568,"the coverage they deserve , wants to fight for free testing , and has plans to fix the country if voted . he clearly shows he is about the americans . biden is not my first choice , but he",1
10569,"they said 4 years ago that they were gonna leave, i'll pack their blue bags for them if they promise to do it when trump wins",0
10570,can you believe we went from this great man for a leader to a....................................speechless......don't be a secret trump voter. vote to make the world better for everyone.,0
10571,now i can listen to this man trump i couldn trump made me sick and i hate his vote,-1
10572," vote for trump and keep the jobs and economy , beat the virus . the establishment on both sides of",0
10573,us blacks do not trust him he did nothing for us but give everyone else there's but blacks i am done trump might get my vote,-1
10574,"all over the political spectrum who have the ability to come together when it matters . i proudly admit i voted for kasich . why ? because despite what the republicans wanted , he still expanded medicaid the first time",0
10575,trump 2020 '' i wish obama was back in office but he can not be . i hope joe biden wins because i feel like he will make this country great again . everyone stay safe !,-1
10576,trump didnt pay taxes in new york he was not a resident and couldnt vote he mailed in voting to florida when he clearly paid more to putin and china maybe even epstien too,0
10577,"finish this pathetic president off. keep voting, in person if you can! trump is already trying to make your vote not count with his interference in the postal system.",-1
10578,"not do shit for anybody but himself , i 'll give him this he 's a smooth talker , i voted for him twice thinking he was going to do all the things trump has done for all americans .",0
